niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,5.071132394075554,5.071132394075554,1.642076446197214,0.38643524064319934,0.8186019443444281,0.09282753472136952,0.0,0.6057043392494117,0.08239648515396038,3.427504544265105,0.5892727304904852,3.1755219320679657,12.843060796149075,5.84058314783082,521.0273210669866,2345.365528878814,0.8560303503676183,0.7811915052529251
2,2048,4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
3,512,4.858330873638126,4.858330873638126,1.5086703043831295,0.35732201553695586,0.5920428368122013,0.25780033793483903,0.0,0.23058951476068718,0.05646565912077452,2.206115218704035,0.15024251404840783,2.170190698076129,10.511046946602306,8.324301915601481,482.8655233779717,2979.9241621239826,0.751803725665958,0.670027048131145
4,733,4.777470947408316,4.777470947408316,1.4131720624748643,0.3917004265105461,0.8141367083743891,0.2144547352330766,0.0,0.24497168392872426,0.10833373528723246,1.1866125833199774,1.0656224950148427,2.5028508346292417,10.250944599765552,7.338894408790548,511.3007782871455,2992.0707821183523,0.8198064548991211,0.6470399036810633
5,570,4.680048845323351,4.680048845323351,1.2690830051092148,0.32096192170302357,0.5157058953332218,0.24522731808009518,0.0,0.38711237402397686,0.10222655032515601,1.0438033991699953,0.10315261473177628,3.1045732989244037,11.331787809271619,7.1546102009814145,628.7363805464103,2559.8004317960267,0.6003111961048296,0.6008375107242513
6,1024,0.7026723919326576,0.7026723919326576,1.2598733033634673,0.34238191191478273,0.5445693473342499,0.12615446376112546,0.0,0.48387905405536286,0.13632909710704844,1.4673475494346135,0.32050505483295666,2.6565740712512707,13.29562537777328,8.919274645058772,364.5439182138482,2207.9478757307156,0.7607898138969938,0.8144022862194364
